# time(sec) Desired Measured
1.871 -0.3943 -0.5835
1.872 -0.3914 -0.6229
1.873 -0.3885 -0.6039
1.874 -0.3856 -0.6419
1.875 -0.3827 -0.5689
1.876 -0.3798 -0.6056
1.877 -0.3769 -0.5846
1.878 -0.3740 -0.5821
1.879 -0.3710 -0.5646
1.880 -0.3681 -0.5564
1.881 -0.3652 -0.5735
1.882 -0.3623 -0.5858
1.883 -0.3593 -0.5877
1.884 -0.3564 -0.5573
1.885 -0.3535 -0.5470
1.886 -0.3505 -0.5965
1.887 -0.3476 -0.5536
1.888 -0.3446 -0.5679
1.889 -0.3417 -0.5783
1.890 -0.3387 -0.5747
1.891 -0.3358 -0.5679
1.892 -0.3328 -0.5296
1.893 -0.3299 -0.5250
1.894 -0.3269 -0.5281
1.895 -0.3239 -0.5330
1.896 -0.3209 -0.5635
1.897 -0.3180 -0.5088
1.898 -0.3150 -0.5533
1.899 -0.3120 -0.5300
1.900 -0.3090 -0.5345
1.901 -0.3060 -0.5176
1.902 -0.3030 -0.5697
1.903 -0.3000 -0.4921
1.904 -0.2970 -0.5055
1.905 -0.2940 -0.5139
1.906 -0.2910 -0.4980
1.907 -0.2880 -0.4922
1.908 -0.2850 -0.4791
1.909 -0.2820 -0.4805
1.910 -0.2790 -0.5135
1.911 -0.2760 -0.5132
1.912 -0.2730 -0.5163
1.913 -0.2699 -0.4797
1.914 -0.2669 -0.5053
1.915 -0.2639 -0.4941
1.916 -0.2608 -0.4928
1.917 -0.2578 -0.4599
1.918 -0.2548 -0.4844
1.919 -0.2517 -0.4810
1.920 -0.2487 -0.4848
1.921 -0.2456 -0.4705
1.922 -0.2426 -0.4720
1.923 -0.2396 -0.4532
1.924 -0.2365 -0.4709
1.925 -0.2334 -0.4819
1.926 -0.2304 -0.4824
1.927 -0.2273 -0.4786
1.928 -0.2243 -0.5147
1.929 -0.2212 -0.4781
1.930 -0.2181 -0.4659
1.931 -0.2151 -0.4320
1.932 -0.2120 -0.4553
1.933 -0.2089 -0.4245
1.934 -0.2059 -0.4407
1.935 -0.2028 -0.4184
1.936 -0.1997 -0.4256
1.937 -0.1966 -0.4127
1.938 -0.1935 -0.4549
1.939 -0.1905 -0.4073
1.940 -0.1874 -0.4226
1.941 -0.1843 -0.4308
1.942 -0.1812 -0.4960
1.943 -0.1781 -0.4134
1.944 -0.1750 -0.4063
1.945 -0.1719 -0.4111
1.946 -0.1688 -0.3771
1.947 -0.1657 -0.3837
1.948 -0.1626 -0.4227
1.949 -0.1595 -0.4100
1.950 -0.1564 -0.4022
1.951 -0.1533 -0.4277
1.952 -0.1502 -0.3870
1.953 -0.1471 -0.4036
1.954 -0.1440 -0.4387
1.955 -0.1409 -0.4031
1.956 -0.1378 -0.3814
1.957 -0.1347 -0.3775
1.958 -0.1316 -0.4134
1.959 -0.1284 -0.3971
1.960 -0.1253 -0.3896
1.961 -0.1222 -0.3960
1.962 -0.1191 -0.3339
1.963 -0.1160 -0.4040
1.964 -0.1129 -0.3705
1.965 -0.1097 -0.3933
1.966 -0.1066 -0.3756
1.967 -0.1035 -0.3825
1.968 -0.1004 -0.3516
1.969 -0.0972 -0.3650
1.970 -0.0941 -0.3665
1.971 -0.0910 -0.3686
1.972 -0.0879 -0.3715
1.973 -0.0847 -0.3556
1.974 -0.0816 -0.3683
1.975 -0.0785 -0.3412
1.976 -0.0753 -0.3426
1.977 -0.0722 -0.3333
1.978 -0.0691 -0.3187
1.979 -0.0659 -0.3087
1.980 -0.0628 -0.3252
1.981 -0.0597 -0.2506
1.982 -0.0565 -0.3446
1.983 -0.0534 -0.3608
1.984 -0.0502 -0.3261
1.985 -0.0471 -0.3321
1.986 -0.0440 -0.3145
1.987 -0.0408 -0.3610
1.988 -0.0377 -0.3372
1.989 -0.0346 -0.3091
1.990 -0.0314 -0.2907
1.991 -0.0283 -0.2558
1.992 -0.0251 -0.3196
1.993 -0.0220 -0.2794
1.994 -0.0188 -0.3056
1.995 -0.0157 -0.2883
1.996 -0.0126 -0.2765
1.997 -0.0094 -0.3123
1.998 -0.0063 -0.2867
1.999 -0.0031 -0.3138
2.000 -0.0000 -0.2789
2.001 0.0031 -0.2937
2.002 0.0063 -0.2739
2.003 0.0094 -0.2436
2.004 0.0126 -0.2814
2.005 0.0157 -0.2617
2.006 0.0188 -0.2535
2.007 0.0220 -0.2644
2.008 0.0251 -0.2514
2.009 0.0283 -0.2433
2.010 0.0314 -0.2867
2.011 0.0346 -0.2532
2.012 0.0377 -0.2339
2.013 0.0408 -0.2274
2.014 0.0440 -0.2445
2.015 0.0471 -0.2503
2.016 0.0502 -0.2329
2.017 0.0534 -0.2474
2.018 0.0565 -0.2391
2.019 0.0597 -0.2305
2.020 0.0628 -0.2411
2.021 0.0659 -0.1642
2.022 0.0691 -0.2453
2.023 0.0722 -0.2254
2.024 0.0753 -0.2213
2.025 0.0785 -0.1845
2.026 0.0816 -0.2309
2.027 0.0847 -0.1901
2.028 0.0879 -0.1838
2.029 0.0910 -0.1729
2.030 0.0941 -0.1750
2.031 0.0972 -0.2013
2.032 0.1004 -0.1567
2.033 0.1035 -0.1731
2.034 0.1066 -0.1822
2.035 0.1097 -0.1393
2.036 0.1129 -0.1479
2.037 0.1160 -0.1878
2.038 0.1191 -0.1877
2.039 0.1222 -0.1912
2.040 0.1253 -0.1327
2.041 0.1284 -0.1643
2.042 0.1316 -0.1683
2.043 0.1347 -0.1640
2.044 0.1378 -0.1557
2.045 0.1409 -0.1797
2.046 0.1440 -0.1392
2.047 0.1471 -0.1540
2.048 0.1502 -0.1502
2.049 0.1533 -0.1164
2.050 0.1564 -0.1367
2.051 0.1595 -0.1458
2.052 0.1626 -0.1540
2.053 0.1657 -0.1455
2.054 0.1688 -0.1166
2.055 0.1719 -0.1400
2.056 0.1750 -0.1368
2.057 0.1781 -0.0956
2.058 0.1812 -0.1267
2.059 0.1843 -0.1160
2.060 0.1874 -0.0864
2.061 0.1905 -0.0970
2.062 0.1935 -0.1044
2.063 0.1966 -0.1021
2.064 0.1997 -0.1137
2.065 0.2028 -0.0925
2.066 0.2059 -0.1031
2.067 0.2089 -0.0995
2.068 0.2120 -0.1055
2.069 0.2151 -0.1068
2.070 0.2181 -0.0850
2.071 0.2212 -0.1005
2.072 0.2243 -0.0870
2.073 0.2273 -0.0505
2.074 0.2304 -0.0847
2.075 0.2334 -0.0491
2.076 0.2365 -0.0559
2.077 0.2396 -0.0855
2.078 0.2426 -0.0939
2.079 0.2456 -0.0677
2.080 0.2487 -0.0160
2.081 0.2517 -0.0698
2.082 0.2548 -0.0787
2.083 0.2578 -0.0544
2.084 0.2608 -0.0345
2.085 0.2639 -0.0540
2.086 0.2669 -0.0226
2.087 0.2699 -0.0141
2.088 0.2730 -0.0505
2.089 0.2760 -0.0377
2.090 0.2790 -0.0372
2.091 0.2820 -0.0315
2.092 0.2850 -0.0627
2.093 0.2880 -0.0208
2.094 0.2910 -0.0231
2.095 0.2940 0.0079
2.096 0.2970 -0.0024
2.097 0.3000 0.0036
2.098 0.3030 -0.0053
2.099 0.3060 0.0052
2.100 0.3090 -0.0122
2.101 0.3120 0.0023
2.102 0.3150 0.0249
2.103 0.3180 0.0131
2.104 0.3209 0.0051
2.105 0.3239 0.0127
2.106 0.3269 -0.0164
2.107 0.3299 -0.0071
2.108 0.3328 0.0402
2.109 0.3358 0.0395
2.110 0.3387 0.0296
2.111 0.3417 0.0411
2.112 0.3446 0.0813
2.113 0.3476 0.0290
2.114 0.3505 0.0418
2.115 0.3535 0.0547
2.116 0.3564 0.0705
2.117 0.3593 0.0074
2.118 0.3623 0.0309
2.119 0.3652 0.0702
2.120 0.3681 0.0318
2.121 0.3710 0.0891
2.122 0.3740 0.0724
2.123 0.3769 0.0548
2.124 0.3798 0.0976
2.125 0.3827 0.0546
2.126 0.3856 0.0851
2.127 0.3885 0.0657
2.128 0.3914 0.0775
2.129 0.3943 0.0607
2.130 0.3971 0.0765
2.131 0.4000 0.1048
2.132 0.4029 0.0824
2.133 0.4058 0.1013
2.134 0.4086 0.1131
2.135 0.4115 0.1012
2.136 0.4144 0.1148
2.137 0.4172 0.0812
2.138 0.4201 0.1033
2.139 0.4229 0.0977
2.140 0.4258 0.0953
2.141 0.4286 0.0915
2.142 0.4315 0.1527
2.143 0.4343 0.1179
2.144 0.4371 0.1524
2.145 0.4399 0.0895
2.146 0.4428 0.1245
2.147 0.4456 0.1089
2.148 0.4484 0.1572
2.149 0.4512 0.1298
2.150 0.4540 0.1320
2.151 0.4568 0.1321
2.152 0.4596 0.1387
2.153 0.4624 0.1295
2.154 0.4652 0.1185
2.155 0.4679 0.1380
2.156 0.4707 0.1606
2.157 0.4735 0.2303
2.158 0.4762 0.2079
2.159 0.4790 0.1684
2.160 0.4818 0.1489
2.161 0.4845 0.1391
2.162 0.4873 0.1612
2.163 0.4900 0.2022
2.164 0.4927 0.1769
2.165 0.4955 0.1746
2.166 0.4982 0.1673
2.167 0.5009 0.1984
2.168 0.5036 0.1668
2.169 0.5063 0.1721
2.170 0.5090 0.2286
2.171 0.5117 0.1985
2.172 0.5144 0.1728
2.173 0.5171 0.2174
2.174 0.5198 0.2030
2.175 0.5225 0.2239
2.176 0.5252 0.2274
2.177 0.5278 0.2147
2.178 0.5305 0.2464
2.179 0.5332 0.2081
2.180 0.5358 0.2354
2.181 0.5385 0.2316
2.182 0.5411 0.2173
2.183 0.5438 0.2392
2.184 0.5464 0.2159
2.185 0.5490 0.2321
2.186 0.5516 0.2527
2.187 0.5543 0.2087
2.188 0.5569 0.2357
2.189 0.5595 0.2551
2.190 0.5621 0.2806
2.191 0.5647 0.2532
2.192 0.5673 0.2424
2.193 0.5699 0.2844
2.194 0.5724 0.2685
2.195 0.5750 0.2570
2.196 0.5776 0.2454
2.197 0.5801 0.2597
2.198 0.5827 0.2844
2.199 0.5852 0.2714
2.200 0.5878 0.2845
2.201 0.5903 0.3014
2.202 0.5929 0.3036
2.203 0.5954 0.2778
2.204 0.5979 0.3179
2.205 0.6004 0.3102
2.206 0.6029 0.3167
2.207 0.6054 0.2802
2.208 0.6079 0.2964
2.209 0.6104 0.3102
2.210 0.6129 0.3117
2.211 0.6154 0.3201
2.212 0.6179 0.3143
2.213 0.6203 0.2888
2.214 0.6228 0.3104
2.215 0.6252 0.3349
2.216 0.6277 0.3306
2.217 0.6301 0.3398
2.218 0.6326 0.3195
2.219 0.6350 0.3424
2.220 0.6374 0.3158
2.221 0.6398 0.3178
2.222 0.6423 0.3366
2.223 0.6447 0.3131
2.224 0.6471 0.3181
2.225 0.6494 0.3496
2.226 0.6518 0.3559
2.227 0.6542 0.3548
2.228 0.6566 0.3321
2.229 0.6590 0.3587
2.230 0.6613 0.3701
2.231 0.6637 0.3673
2.232 0.6660 0.3647
2.233 0.6684 0.3746
2.234 0.6707 0.3383
2.235 0.6730 0.3408
2.236 0.6753 0.3871
2.237 0.6776 0.3842
2.238 0.6800 0.3831
2.239 0.6823 0.3837
2.240 0.6845 0.3417
2.241 0.6868 0.3782
2.242 0.6891 0.4037
2.243 0.6914 0.3910
2.244 0.6937 0.4281
2.245 0.6959 0.3872
2.246 0.6982 0.3892
2.247 0.7004 0.3996
2.248 0.7026 0.3980
2.249 0.7049 0.4010
2.250 0.7071 0.3742
2.251 0.7093 0.4119
2.252 0.7115 0.3840
2.253 0.7137 0.4028
2.254 0.7159 0.4192
2.255 0.7181 0.4208
2.256 0.7203 0.4281
2.257 0.7225 0.3713
2.258 0.7247 0.4142
2.259 0.7268 0.4718
2.260 0.7290 0.4487
2.261 0.7311 0.4580
2.262 0.7333 0.4622
2.263 0.7354 0.4720
2.264 0.7375 0.4286
2.265 0.7396 0.4241
2.266 0.7417 0.4226
2.267 0.7438 0.4615
2.268 0.7459 0.4867
2.269 0.7480 0.4518
2.270 0.7501 0.4770
2.271 0.7522 0.4592
2.272 0.7543 0.4502
2.273 0.7563 0.4895
2.274 0.7584 0.4335
2.275 0.7604 0.4655
2.276 0.7624 0.4918
2.277 0.7645 0.4563
2.278 0.7665 0.4440
2.279 0.7685 0.4832
2.280 0.7705 0.4755
2.281 0.7725 0.4546
2.282 0.7745 0.5050
2.283 0.7765 0.4807
2.284 0.7785 0.4783
2.285 0.7804 0.4763
2.286 0.7824 0.5133
2.287 0.7843 0.4517
2.288 0.7863 0.5191
2.289 0.7882 0.5323
2.290 0.7902 0.4844
2.291 0.7921 0.4865
2.292 0.7940 0.5189
2.293 0.7959 0.4858
2.294 0.7978 0.5296
2.295 0.7997 0.5189
2.296 0.8016 0.5259
2.297 0.8034 0.5293
2.298 0.8053 0.4911
2.299 0.8072 0.4942
2.300 0.8090 0.5482
2.301 0.8109 0.5413
2.302 0.8127 0.5355
2.303 0.8145 0.5635
2.304 0.8163 0.5269
2.305 0.8181 0.5314
2.306 0.8200 0.5349
2.307 0.8217 0.5570
2.308 0.8235 0.5611
2.309 0.8253 0.5330
2.310 0.8271 0.5815
2.311 0.8288 0.5831
2.312 0.8306 0.5539
2.313 0.8323 0.5329
2.314 0.8341 0.5435
2.315 0.8358 0.5477
2.316 0.8375 0.5648
2.317 0.8392 0.5878
2.318 0.8409 0.5693
2.319 0.8426 0.5662
2.320 0.8443 0.5580
2.321 0.8460 0.5776
2.322 0.8477 0.5763
2.323 0.8493 0.5972
2.324 0.8510 0.5666
2.325 0.8526 0.5924
2.326 0.8543 0.5935
2.327 0.8559 0.6040
2.328 0.8575 0.6296
2.329 0.8591 0.5919
2.330 0.8607 0.5719
2.331 0.8623 0.6221
2.332 0.8639 0.6281
2.333 0.8655 0.6067
2.334 0.8671 0.5901
2.335 0.8686 0.5834
2.336 0.8702 0.5998
2.337 0.8717 0.5829
2.338 0.8733 0.6339
2.339 0.8748 0.6082
2.340 0.8763 0.6217
2.341 0.8778 0.6401
2.342 0.8793 0.6089
2.343 0.8808 0.5853
2.344 0.8823 0.6125
2.345 0.8838 0.6486
2.346 0.8852 0.6231
2.347 0.8867 0.6058
2.348 0.8881 0.6317
2.349 0.8896 0.6417
2.350 0.8910 0.6437
2.351 0.8924 0.6371
2.352 0.8938 0.5963
2.353 0.8952 0.6079
2.354 0.8966 0.6458
2.355 0.8980 0.7201
2.356 0.8994 0.6577
2.357 0.9008 0.6620
2.358 0.9021 0.6227
2.359 0.9035 0.6453
2.360 0.9048 0.6175
2.361 0.9062 0.6458
2.362 0.9075 0.6500
2.363 0.9088 0.7026
2.364 0.9101 0.6856
2.365 0.9114 0.7158
2.366 0.9127 0.6484
2.367 0.9140 0.7002
2.368 0.9152 0.6796
2.369 0.9165 0.6668
2.370 0.9178 0.6812
2.371 0.9190 0.6955
2.372 0.9202 0.6674
2.373 0.9215 0.7111
2.374 0.9227 0.6823
2.375 0.9239 0.6806
2.376 0.9251 0.6689
2.377 0.9263 0.6924
2.378 0.9274 0.6340
2.379 0.9286 0.6898
2.380 0.9298 0.7400
2.381 0.9309 0.7045
2.382 0.9321 0.7170
2.383 0.9332 0.6886
2.384 0.9343 0.7030
2.385 0.9354 0.6949
2.386 0.9365 0.7212
2.387 0.9376 0.7046
2.388 0.9387 0.7302
2.389 0.9398 0.7079
2.390 0.9409 0.7133
2.391 0.9419 0.7180
2.392 0.9430 0.6911
2.393 0.9440 0.7204
2.394 0.9451 0.7400
2.395 0.9461 0.7181
2.396 0.9471 0.7568
2.397 0.9481 0.6909
2.398 0.9491 0.7367
2.399 0.9501 0.7099
2.400 0.9511 0.7259
2.401 0.9520 0.7102
2.402 0.9530 0.7215
2.403 0.9539 0.7117
2.404 0.9549 0.7103
2.405 0.9558 0.7169
2.406 0.9567 0.7097
2.407 0.9576 0.7261
2.408 0.9585 0.7358
2.409 0.9594 0.7511
2.410 0.9603 0.7620
2.411 0.9612 0.7144
2.412 0.9620 0.7322
2.413 0.9629 0.7334
2.414 0.9637 0.7333
2.415 0.9646 0.7854
2.416 0.9654 0.7763
2.417 0.9662 0.7487
2.418 0.9670 0.7483
2.419 0.9678 0.7291
2.420 0.9686 0.7598
2.421 0.9694 0.7280
2.422 0.9701 0.7890
2.423 0.9709 0.7632
2.424 0.9716 0.7851
2.425 0.9724 0.7746
2.426 0.9731 0.7768
2.427 0.9738 0.8112
2.428 0.9745 0.7590
2.429 0.9752 0.7660
2.430 0.9759 0.7619
2.431 0.9766 0.7790
2.432 0.9773 0.7782
2.433 0.9779 0.7497
2.434 0.9786 0.7779
2.435 0.9792 0.7809
2.436 0.9799 0.8218
2.437 0.9805 0.7877
2.438 0.9811 0.7591
2.439 0.9817 0.7794
2.440 0.9823 0.8176
2.441 0.9829 0.7886
2.442 0.9834 0.8032
2.443 0.9840 0.7898
2.444 0.9846 0.7815
2.445 0.9851 0.8047
2.446 0.9856 0.7998
2.447 0.9862 0.8186
2.448 0.9867 0.8160
2.449 0.9872 0.7611
2.450 0.9877 0.8018
2.451 0.9882 0.8162
2.452 0.9887 0.7812
2.453 0.9891 0.7813
2.454 0.9896 0.7950
2.455 0.9900 0.8259
2.456 0.9905 0.8266
2.457 0.9909 0.8082
2.458 0.9913 0.8248
2.459 0.9917 0.8058
2.460 0.9921 0.7820
2.461 0.9925 0.8028
2.462 0.9929 0.8297
2.463 0.9933 0.8177
2.464 0.9936 0.8230
2.465 0.9940 0.7945
2.466 0.9943 0.8103
2.467 0.9946 0.8147
2.468 0.9950 0.8201
2.469 0.9953 0.8590
2.470 0.9956 0.8477
2.471 0.9959 0.8459
2.472 0.9961 0.8401
2.473 0.9964 0.8241
2.474 0.9967 0.8674
2.475 0.9969 0.8645
2.476 0.9972 0.7805
2.477 0.9974 0.7839
2.478 0.9976 0.8303
2.479 0.9978 0.8316
2.480 0.9980 0.8307
2.481 0.9982 0.8515
2.482 0.9984 0.8850
2.483 0.9986 0.8318
2.484 0.9987 0.8208
2.485 0.9989 0.8692
2.486 0.9990 0.8475
2.487 0.9992 0.8526
2.488 0.9993 0.8200
2.489 0.9994 0.8452
2.490 0.9995 0.8686
2.491 0.9996 0.8225
2.492 0.9997 0.8914
2.493 0.9998 0.8577
2.494 0.9998 0.8563
2.495 0.9999 0.8321
2.496 0.9999 0.8310
2.497 1.0000 0.8598
2.498 1.0000 0.8411
2.499 1.0000 0.8611
2.500 1.0000 0.8275
2.501 1.0000 0.8568
2.502 1.0000 0.8354
2.503 1.0000 0.8853
2.504 0.9999 0.8569
2.505 0.9999 0.8475
2.506 0.9998 0.8595
2.507 0.9998 0.8870
2.508 0.9997 0.8350
2.509 0.9996 0.8717
2.510 0.9995 0.8244
2.511 0.9994 0.8440
2.512 0.9993 0.8240
2.513 0.9992 0.8612
2.514 0.9990 0.8856
2.515 0.9989 0.8606
2.516 0.9987 0.8700
2.517 0.9986 0.8831
2.518 0.9984 0.8814
2.519 0.9982 0.8554
2.520 0.9980 0.8656
2.521 0.9978 0.8927
2.522 0.9976 0.8666
2.523 0.9974 0.8407
2.524 0.9972 0.8603
2.525 0.9969 0.8555
2.526 0.9967 0.9163
2.527 0.9964 0.8572
2.528 0.9961 0.8787
2.529 0.9959 0.8298
2.530 0.9956 0.8787
2.531 0.9953 0.8704
2.532 0.9950 0.8729
2.533 0.9946 0.8534
2.534 0.9943 0.8683
2.535 0.9940 0.8659
2.536 0.9936 0.8328
2.537 0.9933 0.8673
2.538 0.9929 0.9053
2.539 0.9925 0.8768
2.540 0.9921 0.8929
2.541 0.9917 0.8454
2.542 0.9913 0.8736
2.543 0.9909 0.8966
2.544 0.9905 0.8811
2.545 0.9900 0.9120
2.546 0.9896 0.8967
2.547 0.9891 0.8984
2.548 0.9887 0.9003
2.549 0.9882 0.9292
2.550 0.9877 0.8987
2.551 0.9872 0.8825
2.552 0.9867 0.9144
2.553 0.9862 0.9048
2.554 0.9856 0.8791
2.555 0.9851 0.9140
2.556 0.9846 0.9174
2.557 0.9840 0.9305
2.558 0.9834 0.9005
2.559 0.9829 0.9049
2.560 0.9823 0.9029
2.561 0.9817 0.8941
2.562 0.9811 0.8754
2.563 0.9805 0.9135
2.564 0.9799 0.8732
2.565 0.9792 0.9151
2.566 0.9786 0.8846
2.567 0.9779 0.9136
2.568 0.9773 0.8851
2.569 0.9766 0.8581
2.570 0.9759 0.8933
2.571 0.9752 0.8819
2.572 0.9745 0.8925
2.573 0.9738 0.9237
2.574 0.9731 0.8949
2.575 0.9724 0.8859
2.576 0.9716 0.8747
2.577 0.9709 0.9031
2.578 0.9701 0.9662
2.579 0.9694 0.9217
2.580 0.9686 0.9011
2.581 0.9678 0.8927
2.582 0.9670 0.9044
2.583 0.9662 0.8841
2.584 0.9654 0.9056
2.585 0.9646 0.8785
2.586 0.9637 0.8855
2.587 0.9629 0.9224
2.588 0.9620 0.8927
2.589 0.9612 0.9156
2.590 0.9603 0.9137
2.591 0.9594 0.8917
2.592 0.9585 0.9252
2.593 0.9576 0.9139
2.594 0.9567 0.8973
2.595 0.9558 0.8819
2.596 0.9549 0.8784
2.597 0.9539 0.9094
2.598 0.9530 0.9055
2.599 0.9520 0.8807
2.600 0.9511 0.9162
2.601 0.9501 0.8822
2.602 0.9491 0.8943
2.603 0.9481 0.9038
2.604 0.9471 0.9017
2.605 0.9461 0.8651
2.606 0.9451 0.8373
2.607 0.9440 0.8840
2.608 0.9430 0.9057
2.609 0.9419 0.9317
2.610 0.9409 0.9169
2.611 0.9398 0.9023
2.612 0.9387 0.9055
2.613 0.9376 0.9050
2.614 0.9365 0.9174
2.615 0.9354 0.9086
2.616 0.9343 0.9061
2.617 0.9332 0.8862
2.618 0.9321 0.8886
2.619 0.9309 0.9126
2.620 0.9298 0.8815
2.621 0.9286 0.9002
2.622 0.9274 0.8773
2.623 0.9263 0.9077
2.624 0.9251 0.8594
2.625 0.9239 0.8815
2.626 0.9227 0.9172
2.627 0.9215 0.8765
2.628 0.9202 0.9181
2.629 0.9190 0.9187
2.630 0.9178 0.9318
2.631 0.9165 0.9184
2.632 0.9152 0.9039
2.633 0.9140 0.8713
2.634 0.9127 0.8553
2.635 0.9114 0.8865
2.636 0.9101 0.9286
2.637 0.9088 0.9122
2.638 0.9075 0.9042
2.639 0.9062 0.8830
2.640 0.9048 0.8946
2.641 0.9035 0.9124
2.642 0.9021 0.8831
2.643 0.9008 0.8778
2.644 0.8994 0.8946
2.645 0.8980 0.8960
2.646 0.8966 0.9109
2.647 0.8952 0.8603
2.648 0.8938 0.8447
2.649 0.8924 0.8856
2.650 0.8910 0.8870
2.651 0.8896 0.9027
2.652 0.8881 0.8629
2.653 0.8867 0.8599
2.654 0.8852 0.8720
2.655 0.8838 0.8855
2.656 0.8823 0.8981
2.657 0.8808 0.8827
2.658 0.8793 0.8908
2.659 0.8778 0.8813
2.660 0.8763 0.8414
2.661 0.8748 0.8684
2.662 0.8733 0.8595
2.663 0.8717 0.8647
2.664 0.8702 0.8981
2.665 0.8686 0.8980
2.666 0.8671 0.8485
2.667 0.8655 0.8631
2.668 0.8639 0.8795
2.669 0.8623 0.8779
2.670 0.8607 0.8445
2.671 0.8591 0.8907
2.672 0.8575 0.8824
2.673 0.8559 0.8559
2.674 0.8543 0.8681
2.675 0.8526 0.8719
2.676 0.8510 0.8847
2.677 0.8493 0.8661
2.678 0.8477 0.8490
2.679 0.8460 0.8702
2.680 0.8443 0.8686
2.681 0.8426 0.8957
2.682 0.8409 0.8378
2.683 0.8392 0.8644
2.684 0.8375 0.8733
2.685 0.8358 0.8835
2.686 0.8341 0.8541
2.687 0.8323 0.8843
2.688 0.8306 0.8732
2.689 0.8288 0.8471
2.690 0.8271 0.8545
2.691 0.8253 0.8409
2.692 0.8235 0.8565
2.693 0.8217 0.8912
2.694 0.8200 0.8951
2.695 0.8181 0.8741
2.696 0.8163 0.8924
2.697 0.8145 0.8333
2.698 0.8127 0.8403
2.699 0.8109 0.8648
2.700 0.8090 0.8620
2.701 0.8072 0.8582
2.702 0.8053 0.8774
2.703 0.8034 0.8601
2.704 0.8016 0.8026
2.705 0.7997 0.8653
2.706 0.7978 0.8714
2.707 0.7959 0.8546
2.708 0.7940 0.8572
2.709 0.7921 0.8428
2.710 0.7902 0.8770
2.711 0.7882 0.8489
2.712 0.7863 0.8440
2.713 0.7843 0.8476
2.714 0.7824 0.8572
2.715 0.7804 0.8255
2.716 0.7785 0.8525
2.717 0.7765 0.8761
2.718 0.7745 0.8353
2.719 0.7725 0.8360
2.720 0.7705 0.8107
2.721 0.7685 0.8216
2.722 0.7665 0.8614
2.723 0.7645 0.8343
2.724 0.7624 0.8407
2.725 0.7604 0.8243
2.726 0.7584 0.8409
2.727 0.7563 0.8106
2.728 0.7543 0.8308
2.729 0.7522 0.8295
2.730 0.7501 0.8389
2.731 0.7480 0.7773
2.732 0.7459 0.8226
2.733 0.7438 0.8088
2.734 0.7417 0.8254
2.735 0.7396 0.8289
2.736 0.7375 0.8208
2.737 0.7354 0.7961
2.738 0.7333 0.7817
2.739 0.7311 0.7990
2.740 0.7290 0.8338
2.741 0.7268 0.8121
2.742 0.7247 0.8138
2.743 0.7225 0.8223
2.744 0.7203 0.8161
2.745 0.7181 0.8357
2.746 0.7159 0.8177
2.747 0.7137 0.8015
2.748 0.7115 0.8263
2.749 0.7093 0.7981
2.750 0.7071 0.8226
2.751 0.7049 0.8062
2.752 0.7026 0.8033
2.753 0.7004 0.7899
2.754 0.6982 0.7940
2.755 0.6959 0.7962
2.756 0.6937 0.7900
2.757 0.6914 0.7741
2.758 0.6891 0.8025
2.759 0.6868 0.8086
2.760 0.6845 0.7929
2.761 0.6823 0.7669
2.762 0.6800 0.7776
2.763 0.6776 0.7883
2.764 0.6753 0.8219
2.765 0.6730 0.8127
2.766 0.6707 0.7465
2.767 0.6684 0.7815
2.768 0.6660 0.7634
2.769 0.6637 0.7678
2.770 0.6613 0.7828
2.771 0.6590 0.7602
2.772 0.6566 0.7508
2.773 0.6542 0.7926
2.774 0.6518 0.7435
2.775 0.6494 0.8143
2.776 0.6471 0.7545
2.777 0.6447 0.7663
2.778 0.6423 0.7505
2.779 0.6398 0.7566
2.780 0.6374 0.7286
2.781 0.6350 0.7500
2.782 0.6326 0.7638
2.783 0.6301 0.7626
2.784 0.6277 0.7125
2.785 0.6252 0.7574
2.786 0.6228 0.8050
2.787 0.6203 0.7359
2.788 0.6179 0.7418
2.789 0.6154 0.7555
2.790 0.6129 0.7546
2.791 0.6104 0.7455
2.792 0.6079 0.7414
2.793 0.6054 0.7615
2.794 0.6029 0.7411
2.795 0.6004 0.7179
2.796 0.5979 0.7435
2.797 0.5954 0.7217
2.798 0.5929 0.7612
2.799 0.5903 0.7272
2.800 0.5878 0.7362
2.801 0.5852 0.6978
2.802 0.5827 0.7259
2.803 0.5801 0.7418
2.804 0.5776 0.7377
2.805 0.5750 0.7097
2.806 0.5724 0.7105
2.807 0.5699 0.7389
2.808 0.5673 0.7198
2.809 0.5647 0.7214
2.810 0.5621 0.7150
2.811 0.5595 0.6634
2.812 0.5569 0.6864
2.813 0.5543 0.6841
2.814 0.5516 0.6904
2.815 0.5490 0.7117
2.816 0.5464 0.6989
2.817 0.5438 0.6986
2.818 0.5411 0.6561
2.819 0.5385 0.6991
2.820 0.5358 0.7127
2.821 0.5332 0.6836
2.822 0.5305 0.6995
2.823 0.5278 0.6540
2.824 0.5252 0.6602
2.825 0.5225 0.6852
2.826 0.5198 0.6474
2.827 0.5171 0.6981
2.828 0.5144 0.6790
2.829 0.5117 0.7032
2.830 0.5090 0.7012
2.831 0.5063 0.7072
2.832 0.5036 0.6803
2.833 0.5009 0.6480
2.834 0.4982 0.6752
2.835 0.4955 0.6676
2.836 0.4927 0.6586
2.837 0.4900 0.6720
2.838 0.4873 0.6533
2.839 0.4845 0.6617
2.840 0.4818 0.6624
2.841 0.4790 0.6483
2.842 0.4762 0.6475
2.843 0.4735 0.6715
